edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
ATCG00350-ATMG00660,,,,,,,,,,344.66983,,,,,,,,,375.9641,,375.9641,360.316965
ATCG00350-ATMG00670,,,,,359.54712,419.9099,155.446,,,976.3403,236.22276000000002,,,320.9541,,,,,1306.1338,,1306.1338,539.2219971428572
ATCG00720-ATMG00160,,,175.15755,,,,,,521.10406,,,,,,,,,,,,521.10406,348.130805
ATCG00720-ATMG00690,,,257.04247999999995,,,,,,,,,,,,,,,,,,257.04247999999995,257.04247999999995
ATCG00720-ATMG00070,,,,,,,,,,,,,,,,144.66722,,,,,144.66722,144.66722
ATCG00530-ATMG00670,,,,,261.282,,,,,187.04568,,,,,,,,,,,261.282,224.16384
ATCG00530-ATMG00070,,,,,,,,,549.5293,,,,,,,,,,,,549.5293,549.5293
ATCG00280-ATMG00660,,,,,,,,,,111.11295,,,,,,,,,,,111.11295,111.11295
ATCG00280-ATMG00630,,,,,,,,593.2481700000002,,,,,,,,,,,,,593.2481700000002,593.2481700000002
ATCG00280-ATMG00670,,,,,,,232.1264,,,598.3077400000002,,,,744.12854,,,,,1162.1267,,1162.1267,684.1723450000002
ATCG00280-ATMG00070,,,,,,,,,473.08694,,,,,,,,,,,,473.08694,473.08694
ATCG00130-ATMG00630,,,,,,,,314.5012200000001,1523.5541,,869.5038,,,,,,,,,,1523.5541,902.5197066666666
ATCG00130-ATMG00160,,,,,,,,,,271.2357,,,,,,,,,,,271.2357,271.2357
ATCG00130-ATMG00670,,,,,321.3931,,,,,501.57855,,,,,,,,,,,501.57855,411.485825
ATCG00130-ATMG00650,,,,,,,,,374.91953,,,,,,,,,,,,374.91953,374.91953
ATCG00520-ATMG00630,,,,,,,,,585.3458,,,,,,,,,,,,585.3458,585.3458
ATCG00520-ATMG00670,,,,,557.89557,,,,,352.0403,,,,,,,,,,,557.89557,454.967935
ATCG00520-ATMG00740,,,,,,,,355.54962,,,,,,,,,,,,,355.54962,355.54962
ATCG00520-ATMG00650,,,,,,,,,257.27727999999996,,,,,,,,,,,,257.27727999999996,257.27727999999996
ATCG00520-ATMG00710,,,,,,,,,,,,,,,,,,,,109.34041,109.34041,109.34041
ATCG00270-ATMG00630,,,,,,,,561.3302,262.6709,,,,,280.0011,,,,,,,561.3302,368.0007333333333
ATCG00270-ATMG00160,,,,,,,,,,192.5695,,,,,,,,,,,192.5695,192.5695
ATCG00270-ATMG00670,,1330.908,,,210.56663999999998,584.9188,,,,759.3545,,,237.66523999999998,,,,,,,,1330.908,624.6826359999999
ATCG00270-ATMG00600,,,,,,,,,539.2247,,,,,,,,,,,,539.2247,539.2247
ATCG00270-ATMG00400,,,,,,,,,628.08594,,,,,,,,,,,,628.08594,628.08594
ATCG00270-ATMG00740,,,,,,,,199.51346999999998,,,,,,,,,,,,,199.51346999999998,199.51346999999998
ATCG00270-ATMG00870,,,193.96858,,,,,,1147.396,,,,,,,,,,,,1147.396,670.6822900000002
ATCG00270-ATMG00130,,,,,,,,,252.97954,,,,,,,,,,,,252.97954,252.97954
ATCG00270-ATMG00710,,,,,,,,,1140.4639,,,,,,,,,,,,1140.4639,1140.4639
ATCG00270-ATMG00680,,,,,,,,,833.2973,,,,,,,,,,,,833.2973,833.2973
ATCG00270-ATMG00260,,,,,,,,,270.52252000000004,,,,,,,,,,,,270.52252000000004,270.52252000000004
ATCG00150-ATMG00660,,,,,,,363.6798,,,412.5221,185.05075,,255.45367000000002,309.27542,,,,,615.36255,,615.36255,356.890715
ATCG00150-ATMG00630,,,,,,,146.85432,873.5271,,,,,150.27855,,,,,,,,873.5271,390.21999000000005
ATCG00150-ATMG00670,,,167.83522,,169.11314,,123.4606,,,153.43533,328.21384,,457.9025,,,,,,,,457.9025,233.32677166666667
ATCG00150-ATMG00400,,,,,,,,,404.05536,,,,,,,,,,,,404.05536,404.05536
ATCG00150-ATMG00740,,,,,,,,326.3482,,,,,,,,,,,,,326.3482,326.3482
ATCG00140-ATMG00660,,,,,,,,,,232.36526,,,,,,,,,,,232.36526,232.36526
ATCG00140-ATMG00630,,,,,,,,377.15533,888.4617300000001,,,,,,,,,,,,888.4617300000001,632.80853
ATCG00140-ATMG00670,,,,,266.47397,983.8425,,,,661.1025,,,,289.0017,,,273.81137,,,,983.8425,494.846408
ATCG00140-ATMG00050,,,,,172.78396999999995,,,,,,,,,,,,,,,,172.78396999999995,172.78396999999995
ATCG00140-ATMG00650,,,,,,,,,494.56597999999997,,,,,,,,,,,,494.56597999999997,494.56597999999997
ATCG00160-ATMG00660,,,,,,,116.88551000000001,,,,,,,,,,,,,,116.88551000000001,116.88551000000001
ATCG00160-ATMG00600,,,,,,,,,372.41547,,,,,,,,,,,,372.41547,372.41547
ATCG00160-ATMG00650,,,,,,,,,261.11505,,,,,,,,,,,,261.11505,261.11505
ATCG00300-ATMG00660,,,,345.82492,,,136.20529,,,581.1943,,,,,,,,,,,581.1943,354.4081700000001
ATCG00300-ATMG00670,,,,,,,155.86305,,,152.84082,,,,,,,,,,,155.86305,154.351935
ATCG00300-ATMG00070,,,,,,,,,351.3475,,,,,,,,,,,,351.3475,351.3475
ATCG00430-ATMG00660,,,,,,,,,,,,,177.56946000000005,,,,,,,,177.56946000000005,177.56946000000005
ATCG00430-ATMG00630,,,,,,,,,790.4458,,,,,,,,,,,,790.4458,790.4458
ATCG00430-ATMG00670,,,,,828.0047,388.59045,,,,,,,,,,,,,,,828.0047,608.2975749999998
ATCG00430-ATMG00720,,,,,,,,,279.3212,,,,,,,,,,,,279.3212,279.3212
ATCG00430-ATMG00600,,,,,,,,520.4503,417.13,,,,,,,,,,,,520.4503,468.79015
ATCG00430-ATMG00120,,,,,,,,,912.2658,,,,,,,,,,,,912.2658,912.2658
ATCG00430-ATMG00740,,,,,,,,,1041.4536,,,,,,,,,,,,1041.4536,1041.4536
ATCG00430-ATMG00870,,,,,,,,,614.4904,,,,,,,,,,,,614.4904,614.4904
ATCG00430-ATMG00710,,,,,,,,,286.57117,,,,,,,,,,,,286.57117,286.57117
ATCG00340-ATMG00660,,,,,,,181.99483999999998,,368.91632000000004,289.4902,500.94952,,,,,,,,202.66182,,500.94952,308.80254
ATCG00340-ATMG00670,,,,,,,195.42976000000002,,,393.7996,,,,,,,,,491.8723,,491.8723,360.36722000000003
ATCG00070-ATMG00670,,,,,,,,,,,171.31761,,,,,,,,,,171.31761,171.31761
ATCG00560-ATMG00160,,,261.36215,,,,,,,,,,,,,,,,,,261.36215,261.36215
ATCG00500-ATMG00660,,498.86655,,,,,,,333.46198,120.1615,180.34106,,312.2534,,,,,,304.11624,,498.86655,291.53345500000006
ATCG00500-ATMG00630,,,,,,,,,289.54193,,,,,,,,,170.30193,,,289.54193,229.92192999999997
ATCG00500-ATMG00160,,,,,,,,,,211.29602000000003,,,132.7542,,,,,,,,211.29602000000003,172.02511
ATCG00500-ATMG00670,,825.0214,,,,1739.3562,456.1551,,883.79346,312.63275,456.62592,,414.62436,,,,,257.70917000000003,235.94682000000003,,1739.3562,620.2072422222222
ATCG00500-ATMG00510,,,,,,,,,590.0043,,,,,,,,,,,,590.0043,590.0043
ATCG00500-ATMG00710,,,,,,,,,,,,,,,,,,,,135.58858,135.58858,135.58858
ATCG00500-ATMG00070,,,,,,,,,,,,,141.87563,,,,,,,,141.87563,141.87563
ATCG00490-ATMG00660,,,,,,,,,,121.4764,,180.79169,307.46268,,,,,,,,307.46268,203.24358999999995
ATCG00490-ATMG00630,,,,,,,,357.8709,,,,,,,,,,,,,357.8709,357.8709
ATCG00490-ATMG00160,,,,,,,,,,309.92975,,,,,,,,,,,309.92975,309.92975
ATCG00490-ATMG00670,,,148.07291999999995,795.8489999999997,,597.066,350.13277999999997,,,,,,136.87668,,,,,287.73264,1039.7048,,1039.7048,479.3478314285714
ATCG00490-ATMG00720,,,,217.67601000000002,,,,,,,,,,,,,,,,,217.67601000000002,217.67601000000002
ATCG00360-ATMG00660,,1881.3125,399.5475,772.7162,,498.1162,312.582,,1637.4454,,170.88754,529.4849,1206.2461,311.22437,,,,307.7849,756.85767,,1881.3125,732.0171066666667
ATCG00360-ATMG00630,,,,,,,,1087.4545,1588.3706,,,,,,,,,,,,1588.3706,1337.91255
ATCG00360-ATMG00670,,1575.4792,353.9048,364.68475,,475.49683,199.67581,,1022.36456,,227.51335,,945.9173599999999,,,,,272.4745,1088.5597,,1575.4792,652.607086
ATCG00360-ATMG00600,,,,,,,,196.90012,,,,,,,,,,,,,196.90012,196.90012
ATCG00360-ATMG00120,,654.2657,,,,,,314.16647,1058.3693,,641.2962,,,,,,,,,,1058.3693,667.0244175
ATCG00360-ATMG00740,,,,,,,,,,,,204.72008,,,,,,,,,204.72008,204.72008
ATCG00510-ATMG00660,,,,,,,206.57932,247.32674,2380.611,250.33615,1070.1018,,,,,,,180.93675,265.50436,,2380.611,657.3423028571427
ATCG00510-ATMG00160,,,,,,,,,345.12106,,,,,,,,,,,,345.12106,345.12106
ATCG00510-ATMG00670,,,,,,395.03128,281.9813200000001,,995.0885599999999,,,,,,,,,,,,995.0885599999999,557.3670533333333
ATCG00510-ATMG00690,,,,,,,,,851.5918,,,,,,,,,,,,851.5918,851.5918
ATCG00510-ATMG00870,,,,,,,,,,,,,,,,,,177.95518,,,177.95518,177.95518
ATCG00510-ATMG00710,,,,,265.9577,,,,,,,,,,,,,,,,265.9577,265.9577
ATCG00510-ATMG00070,,,,,,,,,666.0795,,,,,,,,,,,,666.0795,666.0795
ATCG00020-ATMG00160,,,,,,,,,278.9704,1251.4182,,,,,,,,,508.2314,,1251.4182,679.54
ATCG00020-ATMG00110,,,,,,,,,375.37347,,,,,,,,,,,,375.37347,375.37347
ATCG00020-ATMG00670,,,,,,393.66006,,,,229.01082000000002,,,,,,,,,,,393.66006,311.33544
ATCG00020-ATMG00400,,,,,,,,,294.86893,,,,,,,,,,,,294.86893,294.86893
ATCG00020-ATMG00650,,,,,,,,,400.6823,,,,,,,,,,,,400.6823,400.6823
ATCG00020-ATMG00690,,,,,,,,,,223.50974,,,180.60998999999998,,,,,,,,223.50974,202.059865
ATCG00020-ATMG00710,,,,,,,,,,,,,,,,,,,,369.15643,369.15643,369.15643
ATCG00770-ATMG00660,,,,,,,,,379.06946,,,,,,,,,,,,379.06946,379.06946
ATCG00770-ATMG00160,,,173.99068,,,,,,,,,,,,,,,,,,173.99068,173.99068
ATCG00050-ATMG00720,,,,,,,,,264.10034,,,,,,,,,,,,264.10034,264.10034
ATCG00790-ATMG00660,,,,,,,136.57965,435.95972,2411.4043,,,,,,,,,,,,2411.4043,994.6478900000001
ATCG00790-ATMG00670,,,273.9845,,,,,190.99796,741.42725,,,,,,,,,,,,741.42725,402.13657
ATCG00180-ATMG00660,,,218.22182,,,763.8196,327.61166000000014,,1473.066,478.3228,183.72296,262.44492,570.83966,,,,,,825.57465,,1473.066,567.069341111111
ATCG00180-ATMG00670,,,,,,,,,834.2601,119.788376,,,,,,,,450.1827,942.62775,,942.62775,586.7147315000002
ATCG00180-ATMG00070,,,,,,,,,,,,,153.30206,,,,,,,,153.30206,153.30206
ATCG00040-ATMG00660,,,,,,,,,,,425.5962,,,,,,,,,,425.5962,425.5962
ATCG00040-ATMG00670,,,,,,,,,,,,,,,,,,,480.87207,,480.87207,480.87207
ATCG00420-ATMG00660,,,,,,,,,,,,,126.357925,,,,,,,,126.357925,126.357925
ATCG00420-ATMG00630,,,,,,,,,361.6948,,,,,,,,,,,,361.6948,361.6948
ATCG00420-ATMG00160,,,,,,,,,,131.35716000000002,,,,,,,,,,,131.35716000000002,131.35716000000002
ATCG00420-ATMG00120,,,,,,,,,370.63992,,234.34423999999999,,,,,,,,,,370.63992,302.49208
ATCG00420-ATMG00050,,,,,,,,,,,158.59406,,,,,,,,,,158.59406,158.59406
ATCG00420-ATMG00740,,,,,,,,,266.99368,,,,,,,,,,,,266.99368,266.99368
ATCG00420-ATMG00710,,,,,355.16235,,,,,,,,,,,,,,,,355.16235,355.16235
ATCG00220-ATMG00710,,,,,,,,,,,,,,415.1779,,,,,,,415.1779,415.1779
ATCG00170-ATMG00660,,762.44183,,,,463.17812999999995,506.58307,,846.4484,318.79706,,253.26506,127.31823999999999,,,,,,226.00197999999997,,846.4484,438.00422125
ATCG00170-ATMG00670,,,,,,437.10205,248.94362,,794.9376,,,,,,,,,,265.60222999999996,,794.9376,436.646375
ATCG00170-ATMG00710,,,190.95183,,,,,,,,,,,,,,,,,,190.95183,190.95183
ATCG00170-ATMG00070,,,,,,,,,291.72003,,,,148.72621,,,,,,,,291.72003,220.22312
ATCG00380-ATMG00660,,,,,,,224.6519,,1077.6097,242.45212,,213.03595,,150.13419,,557.4227,,,,,1077.6097,410.88442666666674
ATCG00380-ATMG00070,,,,,,,,,,,,,,,,160.78806,,,,,160.78806,160.78806
ATCG00540-ATMG00660,,,,,,,,,,,177.75662,,255.72342000000003,,,,,,,,255.72342000000003,216.74002000000002
ATCG00540-ATMG00070,,,,,,,,,335.66367,,,,,,,,,,,,335.66367,335.66367
ATCG00760-ATMG00660,,,,,,,,,289.47497999999996,,,,,,,,,,,,289.47497999999996,289.47497999999996
ATCG00820-ATMG00660,,675.9072,,,,,297.17978,443.64977999999996,4476.6523,198.4189,469.7856,,,,,238.05917000000002,,,,,4476.6523,971.3789614285713
ATCG00820-ATMG00670,,,,,,,,,,,,,,,,282.01743,,,,,282.01743,282.01743
ATCG00820-ATMG00690,,,275.9436,,,,,,,,,,,,,,,,,,275.9436,275.9436
ATCG00820-ATMG00070,,,,,,,,,649.2558,,,,,,,,,,,,649.2558,649.2558
ATCG00470-ATMG00660,,,,,,,,,1037.9236,,,,,,,,,,,,1037.9236,1037.9236
ATCG00470-ATMG00690,,,,,,,,,,,,,,,,121.18791,,,,,121.18791,121.18791
ATCG01050-ATMG00160,,,126.54238000000001,,,,,,,435.88467,,,,,,,,,,,435.88467,281.213525
ATCG01050-ATMG00110,,,,,,,,,270.82367,,,,,144.3562,,,,,,,270.82367,207.589935
ATCG01050-ATMG00120,,,,,,,,,348.72507,,133.57516,,,,,,,,,,348.72507,241.15011500000003
ATCG01050-ATMG00650,,,,,,,,,404.08365,,,,139.66689,,,,,,,,404.08365,271.87527
ATCG01070-ATMG00630,364.7877,,,,,,,,696.97516,,145.30603,,,,,,,,,,696.97516,402.35629666666665
ATCG01070-ATMG00740,,,,,,,280.59348,244.13608,,,,181.95753,,,,,,,,,280.59348,235.5623633333333
ATCG01070-ATMG00710,,,,,,,,,,,798.3787,,,,,,,,,,798.3787,798.3787
ATCG00690-ATMG00660,,,,,,,,,,,,,129.10088000000002,,,,,,309.3954,,309.3954,219.24814
ATCG00690-ATMG00630,,,,,,,,,,,,,365.8941,,,,,,,,365.8941,365.8941
ATCG00690-ATMG00670,,,,,,339.01874,,,,,,,,,,,,,,,339.01874,339.01874
ATCG00690-ATMG00120,,482.87865999999997,175.43907,256.5497,,,,,399.01117,,656.4307,218.36687999999998,,,,,,,,,656.4307,364.77936333333327
ATCG00690-ATMG00740,,,,,,,,440.52432000000016,,,172.89258,392.79605,,,,,,,,,440.52432000000016,335.40431666666666
ATCG00690-ATMG00450,,,,,,,,,,,131.94608,,,,,,,,,,131.94608,131.94608
ATCG00210-ATMG00640,,,,,,,,,,,,,249.46965,,,,,,,,249.46965,249.46965
ATCG00210-ATMG00660,,,,,,,,,,,,,305.7127700000001,,,,,,,,305.7127700000001,305.7127700000001
ATCG00210-ATMG00630,,469.41015999999996,,,,,,315.7188700000001,,,213.97983,,453.7973,,,,,,,,469.41015999999996,363.22654
ATCG00210-ATMG00670,,,,208.8653,,,,,,,,,646.35114,,,,,,,,646.35114,427.60822
ATCG00210-ATMG00120,,2141.6501,,752.5951,,,517.4513,238.18672,713.4606,,1134.7861,1122.8065,552.5867,662.6999,,,,,,,2141.6501,870.6914466666666
ATCG00210-ATMG00400,,,273.56032999999996,,,,,,,,,,,118.40143,,,,,,,273.56032999999996,195.98088
ATCG00210-ATMG00740,,1895.6743,,1259.5798,,,,321.18164,293.39232999999996,,366.70248,1557.7937,281.52795,166.91725,,,,,,,1895.6743,767.8461812500003
ATCG00210-ATMG00690,,,,,,,,,,,,,164.30403,,,,,,,,164.30403,164.30403
ATCG00210-ATMG00870,,,,,,,,,,,205.41798,,,,,,,,,,205.41798,205.41798
ATCG00210-ATMG00710,,,,,,311.7297,,,,,,,,,,,,,,,311.7297,311.7297
ATCG00210-ATMG00260,,,,,,,,,346.99962999999997,,,474.10843,,,,,,,,,474.10843,410.55403
ATCG00680-ATMG00630,,832.94305,,,,,,545.8478,,,,,674.52655,,,,,,,,832.94305,684.4391333333333
ATCG00680-ATMG00160,,,,,,,,,,,,,215.53326,,,,,,,,215.53326,215.53326
ATCG00680-ATMG00670,,1111.9697,191.87233,,,594.1989,,,,1123.9791,,,567.1633,,,,,,204.42293999999998,,1123.9791,632.2677116666667
ATCG00680-ATMG00510,,,,187.38145,,,,,,,,,,,,,,,,,187.38145,187.38145
ATCG00680-ATMG00120,,,,220.2597,,,,,,,,193.86504,,,,,,,,,220.2597,207.06237
ATCG00680-ATMG00740,,,,,,,331.72037,,,,,479.63333,,,,,,,,,479.63333,405.67685
ATCG00680-ATMG00710,,,,,,,,,,,,,,,,,,,,655.28,655.28,655.28
ATCG01040-ATMG00660,,,179.51843,,,,,,464.36554,,,,,,,,,,,,464.36554,321.941985
ATCG01040-ATMG00670,,,,285.2984,,,,,,,,,,,,,,,,,285.2984,285.2984
ATCG01040-ATMG00690,,,,,,,,,266.3837,,,,,,,,,,,,266.3837,266.3837
ATCG01040-ATMG00710,,,,,,,,,,,,392.65362999999996,,,,,,,,,392.65362999999996,392.65362999999996
ATCG01080-ATMG00630,,,,,,,,,421.91312,,140.61178999999998,,,,,,,,,,421.91312,281.262455
ATCG01080-ATMG00720,,,,,,,,,456.30545,,,,,,,,,,,,456.30545,456.30545
ATCG01080-ATMG00600,,,,,,,,909.49115,,,,,,,,,,,,,909.49115,909.49115
ATCG01080-ATMG00740,,1050.9437,,,,,133.24902,747.98645,2137.5164,,562.177,396.65527000000003,,303.22073,,526.42444,,,,,2137.5164,732.2716262499997
ATCG01080-ATMG00870,,,,,,,,401.12228,1506.1793,,187.24463,,,,,,,,,,1506.1793,698.1820700000002
ATCG01080-ATMG00710,,,,,,,,,,,,,,,,,,,,118.6485,118.6485,118.6485
ATCG01010-ATMG00640,,,,,,,,,,,,,166.98301999999995,,,,,,,,166.98301999999995,166.98301999999995
ATCG01010-ATMG00630,,703.14105,,192.61285,,,,,386.8092,,,,206.49900000000002,,,,,,,,703.14105,372.265525
ATCG01010-ATMG00670,,,,,,,,,,,,,285.18863,,,,,,,,285.18863,285.18863
ATCG01010-ATMG00600,,,189.3427,,,,,,,,,,,,,,,,,,189.3427,189.3427
ATCG01010-ATMG00120,,3018.4036,670.1363,,,,,936.4946,1297.4042,,881.85474,1399.4244,910.0173300000001,360.97455,,,,,,,3018.4036,1184.338715
ATCG01010-ATMG00400,,,,,,,,,811.26624,,450.0185,,,,,,,,,,811.26624,630.64237
ATCG01010-ATMG00740,,466.9799,408.68878,236.26845,,499.54202000000004,,464.4093,666.86456,,178.46233999999995,382.60947000000004,,,,330.34134,,,,,666.86456,403.79624
ATCG01010-ATMG00260,,,210.47957999999997,,,,,,,,,,,,,,,,,,210.47957999999997,210.47957999999997
ATCG00670-ATMG00660,,,,,,,280.93032999999997,,1042.7655,209.73376000000002,,269.68384,508.70972,,,125.127426,,,,,1042.7655,406.1584293333333
ATCG00670-ATMG00160,,,,,,,,,,265.2641,,,161.42192,,,,,,,,265.2641,213.34301
ATCG00670-ATMG00670,,,140.20819,,,,,,,331.50018,,,,,,,,,,,331.50018,235.854185
ATCG00670-ATMG00690,,,,,,,,,374.7045,,,,294.9351200000001,,,,,,,,374.7045,334.81981
ATCG00670-ATMG00710,,,,,225.19366000000002,,,,,,,,,,,,,,,,225.19366000000002,225.19366000000002
ATCG01110-ATMG00630,80.199265,,,,,,,,,,,,,,,,,,,,80.199265,80.199265
ATCG01110-ATMG00670,,,,,,,,,,379.27994,,,,,,,,,,,379.27994,379.27994
ATCG01110-ATMG00600,,,,,,,,,,,,,,,,,,,,99.15349,99.15349,99.15349
ATCG01110-ATMG00870,,,,,,,,,375.86197000000004,,,,,,,,,,,,375.86197000000004,375.86197000000004
ATCG01110-ATMG00710,,,,,,,,,,,218.82425,,,,,,,,,,218.82425,218.82425
ATCG00330-ATMG00630,91.96822,,,,,,,813.36475,391.64276,,,,,,,,,,,,813.36475,432.3252433333333
ATCG00330-ATMG00110,,,,,,,,,589.2356,,,,,,,,,,,,589.2356,589.2356
ATCG00330-ATMG00720,,894.5629,,,,,,,,,,,,,,,,,,,894.5629,894.5629
ATCG00330-ATMG00600,,,,,,,,,,,169.76492,,,,,,,,,,169.76492,169.76492
ATCG00330-ATMG00120,206.64911999999998,4442.335999999998,1032.3785,1629.6836,,,402.5382,714.9518400000003,1641.3774,,630.41394,2689.132,916.7026400000001,1015.2402,519.8374,189.23633999999998,214.57132000000001,,,,4442.335999999998,1160.3606071428571
ATCG00330-ATMG00400,,,,199.7175,,,,,270.36972000000003,,348.13562,,,,,,,,,,348.13562,272.7409466666667
ATCG00330-ATMG00050,,537.12177,,182.1929,,,,,869.623,271.42044,,542.72876,,,,,,240.57922000000002,,,869.623,440.611015
ATCG00330-ATMG00740,130.03804,604.8598599999998,,1175.0092,,1929.8356,,605.1295,981.5101,,946.9896,764.29553,,427.57845999999995,,,,,,,1929.8356,840.5828766666666
ATCG00330-ATMG00870,,,,412.06183,,,,,,,334.5413200000001,,,637.00073,,,,,,,637.00073,461.20129333333335
ATCG00330-ATMG00680,,,,590.8685,,,,,291.8024,,,,,,,,,,,,590.8685,441.33545
ATCG00330-ATMG00260,,726.96564,360.40704,182.30997,,,179.25183,284.03357,423.33133,,,729.8704,,,,,,385.74966,,,729.8704,408.98993
